supplier_id,supplier_category,disruption_type,historical_unit_price,current_unit_price,historical_reliability_pct,current_reliability_pct,historical_quality_score,current_quality_score,historical_delivery_days,current_delivery_days,max_capacity,min_order_quantity,required_quantity,on_time_delivery_pct,defect_rate_pct,price_volatility_pct,capacity_utilization_pct,disruption_severity_pct,predicted_actual_delivery_days,predicted_final_unit_price,predicted_quality_risk_pct,predicted_overall_risk_score,optimal_allocation_pct
SUP-048781,National,None,107.11,106.48,99.5,99.8,83.71,80.77,9.69,10.98,5793,304,76362,100.0,16.3,5.41,60.56,0.0,9.42,106.31,27.0,25.39,86.35
SUP-048782,International,None,130.15,121.35,84.15,91.68,93.02,93.08,13.99,14.85,20525,1285,47859,90.03,2.73,7.8,43.73,0.0,16.21,124.34,8.44,30.0,77.27
SUP-048783,Regional,Quality Issue,96.79,100.19,92.71,87.43,93.2,90.78,6.67,7.59,17177,3120,60214,81.07,12.29,6.85,85.58,24.54,9.65,97.31,30.92,27.77,74.0
SUP-048784,National,Delivery Delay,105.1,110.67,96.52,99.8,84.61,74.01,4.89,5.57,5351,1073,21698,100.0,23.84,8.62,35.63,21.01,7.72,117.25,36.35,28.25,73.46
SUP-048785,Regional,Price Increase,116.5,105.04,88.72,90.23,83.23,79.69,7.53,9.55,20706,3140,51911,94.91,24.06,13.88,72.56,12.9,7.05,118.02,33.04,32.39,78.66
SUP-048786,Regional,None,128.29,115.56,88.01,90.63,78.58,86.89,6.73,8.58,15509,3131,68920,91.39,11.2,11.3,44.48,0.0,9.04,118.65,18.63,28.34,80.83
SUP-048787,Local,Quality Issue,83.93,91.83,85.85,79.88,99.8,93.84,2.78,2.95,11728,1440,40922,82.35,6.6,15.61,68.69,24.4,3.1,99.0,18.07,27.06,70.34
SUP-048788,Local,None,93.57,96.35,77.64,89.53,82.21,78.55,1.66,3.8,8288,1953,76595,86.01,22.72,3.7,98.86,0.0,5.09,93.25,35.34,26.0,78.32
SUP-048789,National,Reliability Drop,106.62,83.28,85.46,78.36,85.77,87.47,7.52,7.72,8375,1568,69690,78.12,13.28,32.87,35.77,13.57,9.26,83.71,19.07,35.88,71.07
SUP-048790,Regional,None,111.52,111.67,99.5,97.4,93.88,99.1,4.67,3.94,15937,2648,75806,96.68,0.1,1.07,48.11,0.0,3.59,114.68,0.17,14.49,84.63
SUP-048791,Local,None,114.93,128.32,76.08,83.21,91.59,89.15,7.63,6.12,7706,1696,99111,85.51,10.24,20.0,59.76,0.0,5.9,131.3,16.54,25.48,71.82
SUP-048792,Regional,None,97.08,99.29,85.67,79.87,83.74,87.99,6.27,6.87,24670,1781,86468,77.62,13.41,6.6,86.01,0.0,8.82,100.13,19.24,30.11,64.79
SUP-048793,National,None,86.15,81.81,97.25,89.89,87.89,89.85,7.72,8.59,8219,1356,65585,97.83,7.11,6.27,70.69,0.0,6.79,84.89,8.65,22.14,81.68
SUP-048794,International,Reliability Drop,111.39,124.39,82.45,84.6,85.48,94.73,9.2,9.14,19386,1956,94108,81.32,7.87,13.63,40.29,12.43,10.6,123.28,9.25,29.76,65.43
SUP-048795,International,Quality Issue,110.82,134.23,89.06,88.96,83.62,82.97,10.84,12.47,8963,1436,23994,88.17,13.83,22.52,83.17,48.15,14.84,132.84,46.71,38.44,72.69
SUP-048796,National,None,119.79,119.25,90.83,95.25,88.25,97.44,7.66,9.65,10820,2355,85927,100.0,2.91,6.95,77.31,0.0,9.85,119.51,0.71,19.75,79.28
SUP-048797,International,Reliability Drop,96.43,86.23,96.62,90.31,91.06,92.26,12.89,12.69,11861,1186,33297,90.4,13.29,13.61,52.63,47.98,13.17,87.94,20.29,36.61,70.22
SUP-048798,National,None,101.77,108.58,79.74,75.9,94.61,98.35,9.5,8.02,26582,1745,39202,79.18,5.09,8.06,77.47,0.0,10.19,105.85,8.24,22.96,71.94
SUP-048799,Regional,Capacity Reduction,113.48,104.17,88.86,81.49,91.64,91.52,6.26,6.2,9885,1569,21372,71.95,13.48,9.26,44.33,21.15,8.65,107.83,14.43,28.03,75.72
SUP-048800,Regional,None,104.96,107.96,94.5,99.8,82.67,85.54,7.22,6.58,26547,944,44992,96.0,19.31,4.84,63.56,0.0,9.08,109.0,25.15,24.9,81.14
SUP-048801,International,None,113.62,118.66,92.45,83.0,94.52,85.95,8.99,8.36,8183,178,82128,72.16,13.17,5.79,30.97,0.0,11.23,117.39,19.76,32.81,61.93
SUP-048802,Local,Price Increase,100.21,99.35,90.7,97.22,75.47,75.48,1.73,1.0,15455,2038,75860,91.28,19.08,14.48,39.79,35.16,1.43,132.87,32.4,25.41,72.41
SUP-048803,Regional,Capacity Reduction,98.34,103.44,95.19,93.71,79.19,74.42,6.28,6.55,6395,2026,40432,92.63,18.83,10.18,86.6,15.54,6.35,107.97,28.44,24.87,77.12
SUP-048804,National,Reliability Drop,93.93,83.26,93.37,85.16,82.11,87.0,10.55,11.15,5331,723,97044,90.68,10.32,15.27,57.48,35.62,13.01,82.52,17.84,38.25,68.17
SUP-048805,Local,Quality Issue,94.58,100.43,93.19,89.45,95.04,88.71,1.53,2.24,3848,830,11939,86.46,7.8,8.08,39.6,16.29,2.95,104.29,26.18,23.76,74.94
SUP-048806,National,Delivery Delay,109.12,96.22,99.5,99.8,98.56,100.0,7.6,7.15,6602,342,14777,93.82,1.15,13.39,77.76,25.12,12.28,98.46,0.0,24.05,86.97
SUP-048807,National,Delivery Delay,131.33,125.51,88.68,93.37,79.96,85.81,8.39,8.69,5094,947,33794,95.84,14.22,20.17,39.37,32.75,12.45,125.31,22.19,32.03,82.45
SUP-048808,Regional,None,96.43,89.88,93.95,99.8,89.13,82.82,4.96,7.07,7139,1421,87649,95.28,17.11,11.79,53.6,0.0,7.13,90.77,27.66,23.61,79.29
SUP-048809,National,None,114.29,103.66,89.06,89.39,87.56,95.34,6.25,6.65,12739,3219,29231,91.27,6.27,12.24,49.15,0.0,7.12,105.47,7.43,22.37,81.31
SUP-048810,Local,Capacity Reduction,99.23,105.31,83.02,88.81,81.46,74.13,3.05,6.59,29875,707,34920,85.47,18.25,8.79,89.28,42.31,8.18,103.19,34.45,25.57,75.63
SUP-048811,International,Price Increase,124.77,142.0,78.86,83.41,88.8,90.35,15.28,18.19,27794,1957,53918,94.59,9.86,17.53,45.7,39.03,20.71,197.69,15.13,43.12,54.38
SUP-048812,Local,None,94.61,107.98,91.34,94.09,84.83,81.77,1.01,1.0,8714,162,54871,93.34,8.8,25.14,81.92,0.0,1.69,109.85,23.6,19.16,83.2
SUP-048813,Local,None,84.52,89.96,89.44,80.34,82.6,83.95,2.76,7.41,28648,4292,69104,86.52,13.12,8.89,90.65,0.0,9.32,93.28,22.98,29.02,67.9
SUP-048814,Regional,Price Increase,140.5,127.08,90.41,86.61,94.1,94.83,4.17,4.93,9731,2002,28887,79.03,4.19,14.83,40.62,21.77,5.75,154.96,1.67,23.74,75.68
SUP-048815,National,Reliability Drop,89.22,97.94,99.5,96.79,84.33,78.28,6.7,3.1,14615,4183,27456,96.11,18.82,16.39,31.27,23.46,2.43,100.55,29.39,21.32,79.39
SUP-048816,National,None,99.56,100.9,99.5,93.88,95.22,96.37,6.8,5.92,4865,331,30012,98.6,3.35,8.8,89.45,0.0,4.67,103.01,4.12,13.52,87.42
SUP-048817,National,None,105.16,127.86,90.05,88.88,85.13,77.31,8.08,9.08,20577,3021,93177,90.68,24.0,30.42,88.88,0.0,8.03,130.22,32.86,34.23,70.52
SUP-048818,National,Quality Issue,129.58,128.49,71.71,64.73,87.43,88.51,3.39,7.44,9995,1331,9434,61.01,14.1,2.16,79.62,46.63,8.19,129.04,41.77,34.43,54.25
SUP-048819,National,None,101.24,95.39,85.29,88.73,80.61,86.57,4.13,3.81,4863,1062,62484,85.07,10.2,13.17,68.92,0.0,3.8,95.72,22.11,21.41,84.45
SUP-048820,International,None,99.07,99.66,85.23,81.58,92.9,97.99,13.64,15.09,22668,3334,6428,83.32,0.1,10.19,82.3,0.0,15.24,98.79,0.86,22.14,81.34
SUP-048821,Local,None,99.2,99.62,90.71,97.85,79.7,77.5,3.64,1.0,10722,3458,66122,95.46,18.94,4.41,58.88,0.0,1.0,103.62,31.02,17.39,74.87
SUP-048822,International,Capacity Reduction,127.03,120.72,85.89,83.19,81.14,92.08,13.06,13.91,21361,1629,89705,89.18,9.98,11.47,55.39,28.24,12.05,121.38,11.47,30.54,77.99
SUP-048823,International,Quality Issue,95.89,83.61,90.26,82.77,77.43,76.05,14.53,12.88,14862,2128,27319,79.34,22.27,19.39,90.06,13.48,13.42,83.5,40.28,38.05,67.69
SUP-048824,International,None,118.33,139.34,99.5,99.8,89.98,93.44,11.65,12.63,25513,3808,91735,100.0,3.13,23.45,71.35,0.0,12.65,145.46,6.37,25.1,76.63
SUP-048825,Regional,None,104.01,98.46,98.6,90.97,89.9,83.89,6.49,3.71,10322,155,71966,98.81,15.47,5.89,75.46,0.0,4.5,97.15,25.27,23.06,85.98
SUP-048826,International,None,101.18,88.33,82.4,83.9,92.09,95.09,13.99,10.47,28104,2797,5080,81.38,1.9,23.95,71.78,0.0,11.25,89.01,5.55,22.79,77.29
SUP-048827,Local,Price Increase,80.15,80.53,79.26,77.56,95.87,80.76,1.04,3.11,5530,1194,17803,74.68,18.71,2.83,68.02,40.93,5.67,116.38,29.19,35.19,59.64
SUP-048828,Local,None,97.5,84.61,84.65,91.23,93.02,90.57,4.56,6.94,8441,379,52805,81.69,7.46,14.95,46.24,0.0,7.81,85.65,9.98,26.42,79.51
SUP-048829,Regional,Capacity Reduction,89.38,88.43,77.95,65.7,79.94,84.64,4.2,4.3,14783,1079,89886,59.56,18.64,4.78,34.24,40.66,6.26,87.21,24.47,36.43,64.44
SUP-048830,International,None,108.87,110.0,76.09,82.0,86.86,85.87,12.7,13.98,14383,3873,78885,82.58,11.0,10.09,95.0,0.0,14.47,112.05,19.56,32.81,63.93
SUP-048831,International,Quality Issue,127.08,116.55,88.45,92.81,75.42,76.76,13.57,12.34,5231,116,35127,95.07,19.56,10.2,72.27,58.71,12.67,116.95,59.43,34.21,77.04
SUP-048832,Regional,None,102.52,96.97,88.72,85.18,92.49,94.21,5.27,2.55,3281,428,58632,93.74,7.82,12.3,48.94,0.0,3.5,98.42,12.27,23.35,79.28
SUP-048833,National,Delivery Delay,103.86,108.27,89.33,84.51,82.77,81.0,7.23,8.61,29889,2293,7152,82.02,15.06,7.21,88.0,49.05,15.27,108.47,24.45,29.82,67.32
SUP-048834,Regional,Delivery Delay,125.18,114.15,96.84,96.57,92.04,87.41,2.56,1.0,15310,1741,5927,91.53,17.97,14.33,40.85,42.21,6.95,114.09,25.95,17.87,81.38
SUP-048835,Local,Price Increase,99.84,91.33,97.59,94.69,92.57,91.96,3.43,4.84,12380,907,26000,82.51,13.17,12.7,76.88,18.59,6.31,112.43,16.38,25.01,67.17
SUP-048836,National,None,100.35,106.93,99.5,99.8,89.53,85.92,3.86,3.22,21837,781,58984,100.0,11.19,7.21,77.25,0.0,2.98,110.67,16.8,18.31,82.02
SUP-048837,Local,None,101.74,93.62,90.53,95.48,94.3,93.49,1.71,1.32,28434,1503,29773,95.36,13.82,19.81,74.63,0.0,1.4,93.23,17.35,15.7,85.54
SUP-048838,National,Delivery Delay,120.31,109.33,90.97,90.64,82.82,84.89,9.14,11.04,22746,229,19773,86.86,11.88,12.08,40.16,40.63,17.3,109.79,24.37,28.02,75.52
SUP-048839,Local,None,102.42,107.35,99.5,99.8,94.43,100.0,3.52,4.67,17815,3086,80241,100.0,6.29,7.3,34.16,0.0,5.47,106.26,5.17,13.92,90.02
SUP-048840,Regional,None,111.47,109.57,88.29,95.83,82.58,84.47,1.32,1.0,14536,2647,45139,94.94,14.75,5.0,48.88,0.0,3.22,110.35,22.46,20.88,81.25
SUP-048841,National,Price Increase,122.09,126.03,99.5,99.8,96.91,96.36,6.54,4.87,10757,1571,87289,99.68,5.53,3.53,55.55,26.0,3.79,163.13,7.94,23.2,80.48
SUP-048842,Regional,Capacity Reduction,97.9,98.27,94.89,86.91,78.73,69.37,1.59,3.74,14143,1492,32263,89.62,27.52,2.03,74.69,35.42,3.42,100.34,44.64,29.27,66.74
SUP-048843,National,Delivery Delay,124.0,125.32,92.71,99.8,94.52,89.67,8.4,9.6,17514,1866,26162,93.9,8.39,2.77,90.75,36.18,15.53,123.86,12.5,22.79,83.57
SUP-048844,National,Reliability Drop,126.48,120.65,99.5,97.98,77.81,72.74,5.6,5.66,22469,2290,16662,99.51,24.83,8.04,55.32,50.69,7.33,121.87,37.8,25.8,72.88
SUP-048845,Regional,None,102.35,101.13,97.01,96.53,76.05,84.43,7.63,9.15,26267,3580,46655,90.97,19.48,2.07,64.07,0.0,11.16,101.46,27.58,21.66,86.76
SUP-048846,National,Delivery Delay,134.81,145.77,82.39,90.87,97.63,100.0,6.94,7.27,13634,4541,8005,100.0,2.44,17.85,60.41,56.51,15.26,146.69,0.95,26.59,77.31
SUP-048847,Local,Capacity Reduction,89.93,88.18,69.71,66.81,80.93,83.03,1.0,2.7,25986,1879,21328,62.25,15.01,4.37,38.09,35.19,5.97,86.89,23.92,26.71,62.95
SUP-048848,National,Quality Issue,103.87,93.42,99.5,95.98,94.5,87.35,8.59,8.47,6714,2343,65108,93.88,7.15,14.19,58.13,12.42,7.93,92.39,17.05,24.69,79.44
SUP-048849,Regional,None,84.38,75.21,94.95,95.72,94.13,98.79,3.63,2.29,26952,2353,50401,93.41,2.07,12.55,73.34,0.0,1.4,74.86,0.0,12.87,90.5
SUP-048850,Regional,Reliability Drop,100.99,96.66,98.42,98.15,89.61,86.56,5.37,6.86,26584,1496,85441,94.81,10.74,15.78,52.53,52.99,6.87,103.62,17.18,29.39,75.93
SUP-048851,Regional,None,93.7,110.12,99.5,99.8,94.1,91.3,3.16,3.15,2868,818,62375,96.52,6.54,30.03,75.56,0.0,3.31,112.69,11.28,22.3,76.92
SUP-048852,International,None,106.01,108.27,74.75,80.31,85.32,91.06,10.87,11.83,19340,1092,17746,85.54,10.8,8.08,35.35,0.0,13.66,105.37,17.22,25.79,73.12
SUP-048853,Regional,None,106.95,96.76,86.39,88.94,96.67,100.0,7.4,9.24,17117,1299,94165,78.62,0.1,13.51,79.58,0.0,9.88,92.03,0.0,26.96,77.76
SUP-048854,International,None,104.27,101.56,74.73,79.03,95.15,100.0,11.57,11.96,22046,3010,81873,85.37,0.1,12.71,88.63,0.0,13.2,101.57,0.49,29.08,69.95
SUP-048855,National,None,102.68,90.82,98.7,99.18,95.26,84.53,5.21,7.32,29504,2491,6376,90.85,16.03,13.99,53.28,0.0,8.92,92.72,23.4,17.83,85.23
SUP-048856,Regional,None,115.74,109.83,93.86,85.3,83.13,92.66,2.25,4.95,26179,1223,48498,86.09,6.82,12.52,39.57,0.0,4.78,110.18,6.83,15.88,75.8
SUP-048857,National,Reliability Drop,94.24,87.43,97.28,99.8,99.02,100.0,10.02,9.8,2095,136,10598,87.36,3.33,13.22,79.13,27.57,9.68,90.29,3.03,25.17,76.38
SUP-048858,National,Price Increase,121.15,114.95,87.21,88.79,76.73,72.4,6.47,5.96,14135,435,42441,94.53,18.41,10.12,58.42,52.4,5.42,176.95,37.04,38.25,63.52
SUP-048859,Regional,None,125.61,126.77,86.99,78.43,86.22,82.44,4.19,2.23,3489,453,43981,78.32,16.4,5.68,77.72,0.0,5.53,130.62,28.79,25.36,64.85
SUP-048860,Local,None,113.45,118.26,81.44,93.36,82.78,81.86,1.85,2.96,6620,993,89404,98.07,9.13,9.0,34.51,0.0,3.24,117.15,22.11,20.77,69.33
SUP-048861,National,None,99.51,112.82,89.62,96.69,86.23,84.91,5.69,5.1,2052,208,41961,96.91,12.71,18.77,46.12,0.0,6.77,116.75,22.85,24.19,81.81
SUP-048862,National,None,88.16,89.48,99.5,98.78,95.56,90.62,2.38,2.88,13424,455,78393,100.0,9.81,3.68,65.96,0.0,3.72,88.37,16.27,15.11,90.87
SUP-048863,National,Price Increase,103.57,99.5,96.66,86.51,81.56,85.9,6.85,6.31,8548,736,16982,90.82,12.98,6.22,39.67,55.42,6.42,158.2,21.04,31.2,66.85
SUP-048864,National,None,101.88,85.19,93.32,88.6,87.49,77.7,7.19,6.34,15342,1323,57914,80.95,19.13,22.51,62.73,0.0,7.3,87.64,27.5,30.83,77.69
SUP-048865,Regional,Price Increase,77.33,71.01,94.62,98.8,89.01,85.56,4.88,4.29,11456,2542,31811,98.39,10.72,10.69,76.83,42.9,5.76,99.61,18.97,28.58,82.01
SUP-048866,Regional,Price Increase,88.63,92.17,98.7,99.8,86.31,87.44,7.64,7.67,10802,3069,11944,100.0,10.81,6.99,94.36,27.36,9.23,116.3,22.15,26.24,85.87
SUP-048867,National,None,104.48,101.94,82.79,82.71,88.57,82.0,5.12,6.31,11759,1275,77102,84.53,18.46,8.8,97.57,0.0,8.63,102.01,30.85,30.1,67.53
SUP-048868,Local,None,103.05,95.29,78.81,79.83,86.84,85.1,5.29,4.77,9653,2550,99425,75.45,15.65,9.84,56.54,0.0,5.38,95.46,21.03,28.69,78.07
SUP-048869,National,Capacity Reduction,111.24,116.7,96.75,91.56,89.54,94.47,11.8,10.2,20805,2305,66816,91.16,2.13,5.29,62.27,32.78,10.42,116.21,4.82,22.7,80.26
SUP-048870,Local,Capacity Reduction,93.8,93.98,97.96,99.8,95.56,94.61,1.62,2.35,27055,4506,59308,100.0,4.79,4.83,40.34,12.51,3.55,96.99,8.16,18.84,88.38
SUP-048871,National,None,115.4,104.75,96.35,91.46,77.71,79.15,7.06,7.59,10980,2222,54293,98.32,20.25,17.72,66.6,0.0,8.82,106.69,32.95,30.67,76.99
SUP-048872,Local,None,96.32,107.41,94.52,91.78,83.11,76.78,3.41,3.21,4375,1474,64374,97.42,24.83,13.38,50.52,0.0,1.99,106.64,32.9,24.43,82.88
SUP-048873,National,Delivery Delay,106.02,105.85,95.8,95.18,81.81,80.42,1.23,1.39,9346,2655,41052,87.22,18.96,9.06,90.78,48.67,9.14,107.06,27.62,26.8,71.85
SUP-048874,Local,Delivery Delay,72.22,68.73,81.57,82.89,88.65,89.38,7.23,7.47,2135,543,20197,77.56,14.56,8.66,54.9,28.45,12.41,69.22,16.68,34.24,73.92
SUP-048875,International,Price Increase,102.7,104.78,98.92,91.38,83.82,80.83,11.73,8.8,14779,1283,99749,86.17,18.99,5.12,97.91,23.01,10.29,130.5,26.18,31.31,80.34
SUP-048876,National,Price Increase,110.2,116.55,98.82,93.91,86.81,76.77,6.53,4.93,6278,1608,42448,99.56,23.51,14.64,55.15,53.09,6.38,179.47,36.99,38.3,58.94
SUP-048877,Regional,None,81.4,83.57,78.9,87.22,99.8,100.0,4.5,6.07,18906,713,54330,86.23,0.1,19.45,50.87,0.0,6.99,83.87,1.58,23.83,86.56
SUP-048878,Local,Reliability Drop,108.2,121.36,81.63,94.35,87.78,81.81,5.91,7.06,7488,1253,74876,88.64,15.61,12.82,63.31,12.6,7.86,123.77,24.02,28.29,69.36
SUP-048879,National,None,109.2,102.78,89.64,91.26,88.0,80.08,7.72,7.63,9039,686,26593,88.73,20.56,7.54,46.37,0.0,8.4,102.61,33.55,27.03,74.66
SUP-048880,Regional,None,122.92,118.16,94.5,90.72,86.81,86.37,7.27,7.29,26285,4410,72043,88.07,16.93,14.39,30.0,0.0,6.81,121.65,28.52,26.04,79.31
SUP-048881,National,None,110.14,122.82,94.56,97.0,89.97,83.57,10.42,10.71,28913,942,87906,100.0,14.35,12.83,53.72,0.0,10.5,124.8,20.12,26.61,72.18
SUP-048882,National,None,113.17,105.79,89.39,80.6,94.2,95.07,7.41,6.77,26982,2623,18611,86.53,4.88,7.93,56.21,0.0,6.4,107.16,7.4,17.21,69.32
SUP-048883,National,None,95.06,89.43,99.5,99.8,96.77,88.07,6.06,7.27,19586,768,95036,100.0,5.35,6.75,48.17,0.0,7.92,90.75,15.64,21.57,87.24
SUP-048884,Regional,None,117.64,103.41,90.98,88.58,95.13,100.0,7.95,8.49,20554,231,94570,87.68,0.1,20.39,62.27,0.0,10.06,105.99,1.01,27.81,77.71
SUP-048885,Local,None,101.54,94.62,80.81,82.58,84.74,82.65,1.49,1.0,29596,279,23151,72.5,13.0,10.78,84.07,0.0,1.0,95.43,23.48,16.96,81.33
SUP-048886,Regional,None,100.13,90.62,99.5,97.61,78.38,81.4,7.72,6.71,3934,1283,63107,90.19,14.82,11.11,28.11,0.0,8.42,95.95,27.14,25.81,77.19
SUP-048887,Regional,Price Increase,107.48,99.19,89.71,92.69,85.61,80.03,2.89,1.0,11074,1124,31270,91.18,17.16,11.41,87.18,57.94,1.3,157.48,27.24,28.55,72.74
SUP-048888,National,Capacity Reduction,107.46,109.38,99.5,99.8,99.8,91.21,6.74,7.88,4518,1523,41370,100.0,12.11,3.34,97.22,35.81,7.55,111.04,17.83,18.31,81.63
SUP-048889,Regional,Price Increase,89.47,82.08,89.85,89.24,98.15,100.0,5.63,6.26,11876,2221,82896,93.06,4.15,13.18,87.87,18.88,4.84,92.89,2.8,19.58,80.84
SUP-048890,Regional,Quality Issue,92.92,88.66,84.39,87.0,92.36,92.06,7.04,5.88,9780,1742,6924,81.87,7.75,15.3,38.68,26.71,7.18,85.6,23.59,20.89,78.84
SUP-048891,Regional,None,103.27,93.81,80.2,75.78,89.16,89.07,7.05,8.57,18215,860,94225,72.49,9.06,10.13,42.41,0.0,9.47,93.68,15.02,28.61,77.05
SUP-048892,Regional,Price Increase,120.3,114.91,91.4,90.99,92.71,86.91,7.06,7.65,9380,2615,48989,84.43,17.15,6.57,38.38,21.58,9.05,140.95,23.78,35.7,69.36
SUP-048893,International,None,105.76,110.71,75.71,74.81,90.75,95.54,11.06,13.07,24039,1663,37223,71.45,2.89,10.09,32.69,0.0,14.28,108.15,4.63,28.6,61.23
SUP-048894,Local,None,103.52,108.03,85.57,84.56,84.22,92.65,6.43,6.12,15750,360,21168,87.96,12.77,5.06,45.93,0.0,5.94,106.3,16.14,19.39,73.71
SUP-048895,Local,None,83.1,77.98,93.16,99.8,93.74,99.5,1.37,1.91,13001,2936,23253,92.11,7.16,7.03,81.99,0.0,1.95,78.32,8.08,11.87,87.51
SUP-048896,Local,None,101.61,110.68,88.03,81.16,76.52,84.27,6.15,4.92,7065,878,17604,81.67,14.16,11.09,58.37,0.0,7.58,109.1,24.22,26.03,74.56
SUP-048897,Regional,Capacity Reduction,105.76,120.67,92.28,99.8,85.33,95.12,5.79,6.7,16476,2868,18289,98.6,9.84,24.99,58.17,41.21,5.44,124.51,9.86,21.57,76.16
SUP-048898,National,Price Increase,99.03,106.34,87.68,96.93,99.8,96.36,6.03,5.72,5129,268,72795,100.0,0.1,9.5,69.55,55.03,5.22,164.34,0.13,25.57,74.43
SUP-048899,National,Capacity Reduction,114.87,101.4,89.94,80.82,94.0,93.71,11.66,13.39,9468,1705,69831,88.06,13.34,14.77,86.65,46.5,14.77,99.28,16.14,35.25,61.52
SUP-048900,National,None,92.04,86.07,94.22,85.55,83.07,83.84,9.5,9.87,22641,1198,58144,89.06,13.46,14.06,35.31,0.0,9.98,89.03,19.91,27.56,74.41
SUP-048901,International,Price Increase,111.82,120.16,87.61,91.96,95.4,88.41,13.75,15.28,27154,2739,23894,93.1,8.38,19.56,95.12,20.51,15.28,145.33,16.99,33.14,74.32
SUP-048902,Local,None,91.66,98.04,92.08,93.17,84.89,86.45,4.74,1.0,6739,1180,95270,83.23,13.91,7.45,63.27,0.0,2.07,99.92,23.48,25.51,76.06
SUP-048903,Local,Quality Issue,110.47,107.72,87.29,95.31,88.66,94.49,3.89,4.26,27860,403,51246,94.41,6.66,3.96,48.94,37.33,3.59,112.05,27.37,18.41,85.56
SUP-048904,Local,None,91.52,107.24,74.6,77.17,97.13,96.82,1.0,3.9,12107,3537,98034,79.03,0.18,22.84,69.76,0.0,4.67,113.91,0.0,29.57,68.59
SUP-048905,National,Quality Issue,123.08,131.92,99.5,91.14,87.01,81.42,6.28,4.38,10396,1205,69862,90.68,17.4,9.76,54.69,18.66,6.24,133.11,35.57,27.11,75.68
SUP-048906,Regional,Quality Issue,114.82,103.43,93.47,93.55,99.8,100.0,3.77,5.31,11947,1486,58830,87.49,1.67,23.55,100.0,44.55,6.61,104.12,22.64,27.33,70.85
SUP-048907,Regional,Quality Issue,124.46,136.7,99.5,96.04,89.25,94.19,7.19,7.53,24776,153,18405,93.41,4.77,12.7,92.94,45.77,6.88,141.24,30.17,22.07,83.28
SUP-048908,Regional,Reliability Drop,70.08,67.71,88.37,89.79,94.54,99.27,4.64,4.9,16492,1743,22731,99.84,0.1,11.11,89.53,59.06,7.08,64.66,0.18,26.51,81.44
SUP-048909,International,None,115.48,121.68,80.25,83.61,91.11,80.5,9.59,9.46,12501,1206,31516,81.83,17.67,13.75,82.22,0.0,10.56,123.19,27.72,31.64,64.72
SUP-048910,Local,Reliability Drop,111.41,116.41,91.13,77.97,75.08,75.25,1.0,2.95,4566,1355,98010,69.25,21.31,9.54,60.94,37.63,5.08,116.51,34.0,38.62,62.78
SUP-048911,Regional,None,104.91,98.38,96.25,96.23,86.81,93.67,4.84,6.76,16957,1944,4470,92.15,2.55,14.34,59.27,0.0,6.67,99.09,5.54,15.06,93.15
SUP-048912,Regional,None,100.28,106.82,97.08,99.8,99.8,100.0,6.17,8.45,4208,1351,62516,100.0,1.14,9.0,65.79,0.0,8.53,109.16,1.62,21.87,81.62
SUP-048913,Regional,Quality Issue,105.54,111.08,85.2,80.05,94.94,100.0,8.1,7.88,20693,2018,67840,82.45,0.1,6.5,85.73,32.03,10.32,112.59,13.38,29.6,66.87
SUP-048914,National,None,99.53,98.34,99.5,93.06,84.06,82.41,8.95,7.01,16559,465,53004,100.0,17.8,4.7,60.16,0.0,6.58,99.83,26.07,23.1,85.5
SUP-048915,National,None,127.43,139.02,91.39,83.53,87.68,78.73,7.79,6.91,5086,1150,55454,86.22,21.89,13.31,89.84,0.0,5.98,141.63,31.15,33.03,61.26
SUP-048916,National,Delivery Delay,106.94,113.21,99.5,99.51,90.14,93.49,8.14,8.88,12380,1808,88876,94.76,2.53,9.11,61.72,48.95,16.24,110.94,7.5,28.59,80.1
SUP-048917,National,Delivery Delay,104.02,122.87,91.33,86.08,98.07,97.03,5.88,6.19,11251,1757,4060,84.98,4.25,19.77,67.82,33.92,10.69,128.4,2.48,20.36,69.79
SUP-048918,Regional,None,72.27,79.86,79.28,83.74,94.31,92.11,4.09,4.12,27508,2194,66949,82.49,10.26,21.68,40.99,0.0,5.69,83.89,16.84,31.25,69.11
SUP-048919,International,Delivery Delay,121.24,118.04,94.94,98.27,92.17,97.22,13.86,12.44,24707,661,44953,91.61,4.42,6.69,41.57,50.59,19.73,118.19,7.35,30.46,75.14
SUP-048920,National,Price Increase,92.36,95.14,85.75,81.22,99.34,98.88,7.72,6.05,24985,2081,47802,82.66,2.92,10.28,57.78,45.95,7.92,139.95,2.43,30.84,67.43
SUP-048921,International,Capacity Reduction,129.41,128.49,73.89,67.59,90.96,94.88,12.24,12.16,7670,257,63350,70.27,10.56,12.77,71.54,27.67,13.55,130.3,11.2,39.45,52.23
SUP-048922,Regional,Reliability Drop,112.76,124.63,92.54,99.8,95.89,94.59,7.36,6.06,26127,4193,57940,98.38,9.54,14.39,92.76,36.36,6.1,126.24,12.12,24.28,82.0
SUP-048923,Local,None,92.5,102.71,80.79,72.03,88.28,91.98,3.11,3.3,21507,3475,67247,70.54,12.42,16.88,81.5,0.0,2.87,107.2,15.38,27.09,65.4
SUP-048924,National,None,84.09,70.94,88.1,91.82,82.52,83.46,4.26,3.82,11106,2399,36326,87.85,19.53,19.62,82.16,0.0,5.65,67.17,28.41,27.41,81.65
